iter	Logloss
0	0.3777154004
1	0.2122147809
2	0.1181349002
3	0.0702282221
4	0.0428726368
5	0.02753103619
6	0.01800341087
7	0.01286244886
8	0.009626770501
9	0.00750457548
10	0.006132046213
11	0.005146023564
12	0.004473929535
13	0.003990652927
14	0.00364019179
15	0.00337116984
16	0.003153203741
17	0.003000081385
18	0.002874021171
19	0.002803109179
20	0.002700282743
21	0.002632368214
22	0.002573706457
23	0.002529357021
24	0.002460334658
25	0.002392369919
26	0.002332261558
27	0.002311614073
28	0.002250010238
29	0.002213942061
30	0.002196298954
31	0.002152618586
32	0.002122405136
33	0.002098767881
34	0.00208216676
35	0.002048530391
36	0.002023270274
37	0.002006173665
38	0.001995660012
39	0.001970169053
40	0.001960008536
41	0.001948164702
42	0.001911740056
43	0.001900050637
44	0.001885780505
45	0.001875161617
46	0.001857603735
47	0.001849143936
48	0.00183767121
49	0.001832107289
50	0.001821608877
51	0.001812426508
52	0.001805183957
53	0.001800337029
54	0.001784031485
55	0.001776099681
56	0.001747750376
57	0.001714638862
58	0.001708562308
59	0.00169831227
60	0.001690764507
61	0.001678757422
62	0.001664605521
63	0.001651353058
64	0.001631039765
65	0.001619249183
66	0.001603441033
67	0.001599815614
68	0.001594400611
69	0.001583863374
70	0.001579101189
71	0.001569088826
72	0.001558962919
73	0.001554081782
74	0.001548214065
75	0.001542589602
76	0.001535854651
77	0.001531947771
78	0.001518391159
79	0.001515307021
80	0.001508767912
81	0.001501062191
82	0.001490202183
83	0.001485473167
84	0.001473557559
85	0.001466313359
86	0.001452722968
87	0.001444343959
88	0.001435336252
89	0.001433035543
90	0.001419357949
91	0.001413984202
92	0.001399120622
93	0.001390819645
94	0.001375676599
95	0.001368159734
96	0.001361003445
97	0.001346322043
98	0.001336561843
99	0.001332107768
100	0.001327643462
101	0.001323531855
102	0.001316908878
103	0.001309078029
104	0.001303058158
105	0.001295614912
106	0.001289534176
107	0.001286350411
108	0.001282337317
109	0.0012736761
110	0.001269235029
111	0.001262193396
112	0.001256391419
113	0.001252964688
114	0.001248901283
115	0.001242800183
116	0.001240229108
117	0.001234726369
118	0.001224372854
119	0.001220651104
120	0.001216698334
121	0.001212723668
122	0.0012094773
123	0.001203607089
124	0.001200603425
125	0.001194416586
126	0.001191713908
127	0.001187253748
128	0.00118297341
129	0.001177026158
130	0.001174979991
131	0.001170387795
132	0.001167042362
133	0.001161429974
134	0.001150841372
135	0.001147575278
136	0.001144896332
137	0.001140431141
138	0.001135245056
139	0.001132550537
140	0.001130281557
141	0.001127528635
142	0.001120282718
143	0.001118193758
144	0.001112499442
145	0.001110329898
146	0.001106497607
147	0.001105004472
148	0.001103073168
149	0.001101772314
150	0.001090892152
151	0.001086430499
152	0.001077632279
153	0.001075213545
154	0.001073636279
155	0.001068638257
156	0.001062528536
157	0.001060879913
158	0.00105949472
159	0.001050925685
160	0.001046463309
161	0.001045170769
162	0.001040823487
163	0.001038790066
164	0.001037648623
165	0.001034862585
166	0.001032603636
167	0.001020517034
168	0.001019580812
169	0.001015544324
170	0.001014409281
171	0.001013596405
172	0.001011838134
173	0.001008277198
174	0.001005227524
175	0.0009960975962
176	0.0009872388415
177	0.0009849796297
178	0.0009804841997
179	0.0009798465777
180	0.0009777926758
181	0.0009743964396
182	0.0009723678925
183	0.0009644943085
184	0.0009606844296
185	0.0009585469179
186	0.0009568647921
187	0.0009540157563
188	0.0009487501817
189	0.000947417235
190	0.0009406826475
191	0.0009392739564
192	0.0009372552918
193	0.0009364772331
194	0.0009345495526
195	0.0009295672141
196	0.0009267825159
197	0.0009223822753
198	0.0009156484394
199	0.0009151126264
200	0.0009133282671
201	0.0009095375645
202	0.0009084282426
203	0.0009060061529
204	0.0009041228068
205	0.0009015399903
206	0.0008997233431
207	0.0008978492035
208	0.0008968452616
209	0.0008942567784
210	0.00089226814
211	0.0008894403573
212	0.0008885565059
213	0.0008864134002
214	0.0008847066142
215	0.0008812024254
216	0.0008800701084
217	0.0008767587267
218	0.0008759017987
219	0.0008728908116
220	0.000867732038
221	0.000865616533
222	0.000859713264
223	0.0008580468438
224	0.0008532291284
225	0.0008503878668
226	0.0008487469819
227	0.0008476301824
228	0.0008464774027
229	0.0008436882249
230	0.0008411985366
231	0.0008365190527
232	0.0008342156441
233	0.00083195717
234	0.0008303106448
235	0.0008274979823
236	0.0008263744797
237	0.0008248930522
238	0.0008235717757
239	0.0008162688032
240	0.0008152492056
241	0.0008133829437
242	0.0008076770687
243	0.0008058968284
244	0.0008035534203
245	0.0008017500231
246	0.0007994457871
247	0.0007973625448
248	0.0007955982632
249	0.0007938946565
250	0.0007921190964
251	0.0007904094458
252	0.0007887630769
253	0.0007878091914
254	0.0007862264696
255	0.0007838772083
256	0.0007812293573
257	0.0007759736518
258	0.000774524782
259	0.0007718649651
260	0.0007694745531
261	0.0007691520805
262	0.0007677413004
263	0.0007664394629
264	0.0007655586789
265	0.000762963335
266	0.0007590309787
267	0.0007566163956
268	0.0007554119831
269	0.0007506414384
270	0.0007486429901
271	0.0007474684585
272	0.0007461848408
273	0.0007438168259
274	0.000742682096
275	0.000739817609
276	0.0007369771504
277	0.0007345585752
278	0.0007322833761
279	0.0007291799719
280	0.0007267745805
281	0.0007250496283
282	0.0007200212493
283	0.0007192364477
284	0.0007179572459
285	0.0007128744729
286	0.0007103121402
287	0.0007076120946
288	0.0007062881446
289	0.0007037806694
290	0.0006998206112
291	0.0006949066077
292	0.0006925905549
293	0.0006897334194
294	0.0006890419051
295	0.0006873549801
296	0.0006807095734
297	0.0006793930864
298	0.0006770575278
299	0.0006746537428
300	0.0006710236491
301	0.0006667217221
302	0.0006647541213
303	0.0006629815117
304	0.0006615799286
305	0.0006594259751
306	0.0006551487609
307	0.0006542953824
308	0.0006497792001
309	0.0006482041091
310	0.000644932508
311	0.0006423209392
312	0.000641228377
313	0.0006375378232
314	0.0006353679242
315	0.0006326544267
316	0.000631221152
317	0.0006290310203
318	0.000626818544
319	0.0006249648036
320	0.0006228893585
321	0.0006208369629
322	0.0006151885686
323	0.000613282596
324	0.0006081910582
325	0.0006048225919
326	0.000600601398
327	0.0005997891814
328	0.0005987478765
329	0.000596812718
330	0.0005947425183
331	0.0005921879294
332	0.0005915260527
333	0.0005893534273
334	0.0005886959169
335	0.0005859010994
336	0.0005851844345
337	0.0005838191558
338	0.0005830909647
339	0.0005795965728
340	0.0005783580844
341	0.0005773181158
342	0.0005752318196
343	0.0005735651951
344	0.0005729451497
345	0.0005709736929
346	0.0005691139641
347	0.0005679522143
348	0.0005667275646
349	0.0005653753778
350	0.00056115566
351	0.000559715722
352	0.0005580379304
353	0.0005559195143
354	0.0005544962254
355	0.0005523820969
356	0.0005514131562
357	0.000545349878
358	0.0005441166082
359	0.0005435767125
360	0.0005419968467
361	0.0005381802823
362	0.0005365029407
363	0.0005337140598
364	0.0005324982407
365	0.0005320099617
366	0.0005301111822
367	0.0005294606634
368	0.0005290356493
369	0.0005256118838
370	0.0005245821453
371	0.0005224592414
372	0.00052207012
373	0.0005192138271
374	0.0005165278436
375	0.0005160226279
376	0.0005139870671
377	0.0005119487547
378	0.0005112054215
379	0.0005091781603
380	0.0005071402931
381	0.000504833592
382	0.0005035458306
383	0.0005015384687
384	0.0004999642503
385	0.0004989143119
386	0.0004972082304
387	0.0004957238673
388	0.0004952793982
389	0.0004939590962
390	0.0004928083393
391	0.0004902914641
392	0.0004887545485
393	0.0004874089384
394	0.0004854871425
395	0.0004781993355
396	0.0004768007585
397	0.0004766220064
398	0.0004753718246
399	0.0004742963554
400	0.0004730895728
401	0.0004724526722
402	0.000470531234
403	0.0004691977234
404	0.0004653960021
405	0.0004630577654
406	0.0004572628557
407	0.0004556135848
408	0.0004546558029
409	0.0004529090365
410	0.0004516567001
411	0.0004502280704
412	0.0004488845977
413	0.0004478470382
414	0.0004463694941
415	0.0004450044985
416	0.000443970269
417	0.0004430046263
418	0.0004423100001
419	0.0004421573376
420	0.0004388063807
421	0.000436300026
422	0.000436166813
423	0.0004346489879
424	0.0004308550853
425	0.0004274923782
426	0.0004248577563
427	0.0004195122916
428	0.0004163843153
429	0.0004156425111
430	0.0004134622446
431	0.000413335576
432	0.0004104076877
433	0.0004103103835
434	0.0004076103257
435	0.0004075008383
436	0.0004053925744
437	0.000405294307
438	0.0004022247106
439	0.0004010901033
440	0.0003989918162
441	0.0003980233956
442	0.0003959907459
443	0.0003935294045
444	0.0003929844811
445	0.0003905124482
446	0.0003895123764
447	0.0003886027293
448	0.0003867814136
449	0.0003844192766
450	0.0003837031163
451	0.0003797583145
452	0.0003755802415
453	0.0003736279858
454	0.0003722258321
455	0.0003721220591
456	0.0003704513999
457	0.0003696785093
458	0.0003674272347
459	0.0003660117354
460	0.0003641054789
461	0.000363089063
462	0.0003597764997
463	0.0003563476526
464	0.0003543470451
465	0.0003536041833
466	0.0003530094776
467	0.0003529320427
468	0.0003518080284
469	0.0003511903464
470	0.0003502852673
471	0.0003486081484
472	0.0003478306932
473	0.0003469737481
474	0.0003462816368
475	0.000344466944
476	0.000342224293
477	0.0003413484712
478	0.000339731792
479	0.0003380415157
480	0.0003361248906
481	0.0003347024636
482	0.0003326710949
483	0.0003326033322
484	0.0003321716898
485	0.0003302767395
486	0.0003283983164
487	0.0003277011223
488	0.0003262501456
489	0.000325672181
490	0.0003250916113
491	0.0003234253486
492	0.0003232606554
493	0.0003224808832
494	0.0003216963782
495	0.0003216386485
496	0.0003205077919
497	0.00031776442
498	0.0003169005383
499	0.0003161348185
500	0.0003155775224
501	0.0003149870175
502	0.0003133467654
503	0.0003128486951
504	0.0003123542636
505	0.0003114862098
506	0.0003110584415
507	0.0003100765506
508	0.0003088086889
509	0.0003066917926
510	0.0003049189422
511	0.0003041347077
512	0.0003033563514
513	0.0003027744509
514	0.0003017516588
515	0.0003001826518
516	0.0002985923029
517	0.0002964104825
518	0.000295701336
519	0.0002942263179
520	0.0002942263052
521	0.0002923785745
522	0.0002903132256
523	0.0002877013483
524	0.0002870075829
525	0.0002865496681
526	0.0002831031311
527	0.0002829919296
528	0.0002817073853
529	0.0002811825048
530	0.0002801043816
531	0.0002787317531
532	0.0002773277375
533	0.0002760156067
534	0.000275623978
535	0.0002744461349
536	0.000273644547
537	0.0002736434384
538	0.0002731925396
539	0.0002718246766
540	0.0002704132441
541	0.0002680381239
542	0.0002672772161
543	0.0002654189262
544	0.0002650253293
545	0.0002630282457
546	0.000261989501
547	0.0002599755799
548	0.0002588969414
549	0.0002577722268
550	0.000257292852
551	0.0002562766892
552	0.0002557373235
553	0.0002553002058
554	0.0002547509618
555	0.0002524959927
556	0.0002512548416
557	0.0002496228158
558	0.0002491408894
559	0.0002486683635
560	0.000246934488
561	0.0002466516762
562	0.0002465441943
563	0.0002459961202
564	0.000245349204
565	0.0002453359187
566	0.0002439465513
567	0.0002436820113
568	0.0002419788825
569	0.0002418863479
570	0.0002399510164
571	0.0002395171923
572	0.0002390532967
573	0.0002386949472
574	0.0002386029404
575	0.0002384947999
576	0.0002368587887
577	0.0002357054288
578	0.0002354426734
579	0.0002350551519
580	0.0002346209919
581	0.0002341619285
582	0.0002327586816
583	0.0002325068339
584	0.0002306593154
585	0.0002306592207
586	0.0002300035741
587	0.000227780402
588	0.0002265982336
589	0.0002261489756
590	0.000224406582
591	0.0002234519915
592	0.000220762519
593	0.0002205670401
594	0.0002204093099
595	0.0002204092218
596	0.0002198704604
597	0.000219686132
598	0.0002193490882
599	0.000218036286
600	0.0002171655904
601	0.000216747352
602	0.0002139311677
603	0.0002131710388
604	0.0002115315585
605	0.0002109766257
606	0.0002108521154
607	0.0002105712963
608	0.0002100447229
609	0.0002085578599
610	0.0002084417115
611	0.0002083349098
612	0.0002078738871
613	0.0002078019636
614	0.0002064805921
615	0.0002060941143
616	0.0002057562394
617	0.0002056612759
618	0.0002053518229
619	0.0002035590813
620	0.000203559214
621	0.0002024868911
622	0.0002021795185
623	0.0002015128777
624	0.0002005865066
625	0.0002004368856
626	0.0002000523428
627	0.00019945256
628	0.0001978752673
629	0.0001972118989
630	0.0001971288012
631	0.0001962796756
632	0.0001958748574
633	0.0001937829197
634	0.0001934167535
635	0.0001934168001
636	0.0001931371145
637	0.0001917074217
638	0.0001911966706
639	0.0001908767576
640	0.0001901377264
641	0.0001896286883
642	0.0001895779894
643	0.0001874521344
644	0.0001871122048
645	0.0001867358333
646	0.0001865326986
647	0.0001851471741
648	0.0001846109304
649	0.0001836574133
650	0.0001832120658
651	0.0001822077368
652	0.0001816043702
653	0.0001811582671
654	0.0001797525136
655	0.0001792702673
656	0.0001788987517
657	0.000178499916
658	0.000177241884
659	0.0001771389441
660	0.0001765154439
661	0.0001755220767
662	0.0001752173658
663	0.0001740798138
664	0.0001740087794
665	0.0001737462827
666	0.0001737347493
667	0.0001737346162
668	0.0001737341839
669	0.0001737343137
670	0.0001737343808
671	0.0001737344595
672	0.000173734268
673	0.0001737251475
674	0.0001737250157
675	0.0001737245506
676	0.0001737245725
677	0.0001737150724
678	0.0001730936902
679	0.0001728576667
680	0.0001711103678
681	0.0001707573508
682	0.000170664802
683	0.0001704888035
684	0.0001703377246
685	0.0001696681925
686	0.0001694684176
687	0.00016860009
688	0.0001678724142
689	0.0001671015649
690	0.0001667706753
691	0.0001667143726
692	0.0001664727282
693	0.0001660955355
694	0.0001649207803
695	0.0001646416182
696	0.0001644787785
697	0.0001629775693
698	0.0001629225066
699	0.0001627996228
700	0.0001624600091
701	0.0001620078477
702	0.000161970559
703	0.0001611816293
704	0.0001608686024
705	0.0001608143718
706	0.0001604655541
707	0.0001604163953
708	0.0001603682808
709	0.0001601314652
710	0.0001598922824
711	0.0001591219813
712	0.0001587687822
713	0.0001587557553
714	0.0001586087025
715	0.0001584974751
716	0.0001583973006
717	0.0001579104214
718	0.0001575046323
719	0.0001565587443
720	0.0001562299706
721	0.0001559335719
722	0.0001557882304
723	0.0001557418646
724	0.0001554889566
725	0.000155447215
726	0.0001546341484
727	0.0001545899321
728	0.0001544450026
729	0.0001538442579
730	0.0001535413779
731	0.0001519507746
732	0.0001513845405
733	0.0001512811766
734	0.0001504354501
735	0.0001503813819
736	0.0001502025176
737	0.0001495134858
738	0.0001492547279
739	0.0001488551332
740	0.000148649082
741	0.000148414022
742	0.0001483567468
743	0.0001476813597
744	0.0001476343878
745	0.0001474941658
746	0.0001474527954
747	0.000147397575
748	0.0001473118777
749	0.0001471307197
750	0.0001466945013
751	0.0001463184721
752	0.0001462667638
753	0.0001459879931
754	0.0001454460503
755	0.0001448319366
756	0.0001443896871
757	0.0001434418116
758	0.0001427711923
759	0.0001423628084
760	0.0001412299639
761	0.0001411831529
762	0.0001411305764
763	0.000140572593
764	0.0001405089195
765	0.0001404307779
766	0.00014032346
767	0.0001400651148
768	0.0001399402078
769	0.0001398923521
770	0.0001394660095
771	0.0001389094713
772	0.0001386450029
773	0.0001385183541
774	0.0001384764023
775	0.0001381576257
776	0.0001381240793
777	0.0001381234408
778	0.0001376119435
779	0.0001375573252
780	0.0001374309382
781	0.0001373952871
782	0.000137195555
783	0.000137088564
784	0.0001366221908
785	0.0001365263172
786	0.0001361071407
787	0.0001355829549
788	0.000135384895
789	0.0001352086718
790	0.0001350856233
791	0.0001342950492
792	0.0001340954977
793	0.0001339704967
794	0.0001336404657
795	0.0001327582445
796	0.0001326787136
797	0.0001326265629
798	0.0001325837865
799	0.0001323685673
800	0.000131843581
801	0.0001313822649
802	0.0001312893891
803	0.0001310195007
804	0.0001308195858
805	0.0001307836692
806	0.0001307499395
807	0.0001305243708
808	0.0001304675376
809	0.0001296264525
810	0.0001294590879
811	0.0001294590953
812	0.0001293849319
813	0.0001292156577
814	0.0001288546476
815	0.0001288292984
816	0.0001287977535
817	0.0001286357775
818	0.0001278388677
819	0.0001277829502
820	0.0001275347658
821	0.0001271911359
822	0.0001270863994
823	0.000126934353
824	0.0001269009434
825	0.0001269004632
826	0.0001268374341
827	0.0001266624667
828	0.0001261120564
829	0.0001259401757
830	0.0001259194152
831	0.0001259191513
832	0.0001258476403
833	0.0001257054723
834	0.0001246619375
835	0.0001246098348
836	0.0001244073135
837	0.0001243492774
838	0.0001241663805
839	0.000124156655
840	0.0001240932098
841	0.0001240324371
842	0.000123906116
843	0.0001235617939
844	0.0001234502796
845	0.0001230988198
846	0.0001226249914
847	0.0001223950915
848	0.0001218923156
849	0.0001218341801
850	0.0001216069562
851	0.0001214211802
852	0.0001211944573
853	0.0001211931307
854	0.0001208062051
855	0.0001207573877
856	0.0001207041357
857	0.0001202250664
858	0.000120083987
859	0.0001190550582
860	0.0001189087062
861	0.0001182331524
862	0.0001174589072
863	0.0001174137178
864	0.0001168719844
865	0.0001167166427
866	0.000116519465
867	0.0001162662354
868	0.0001159885375
869	0.0001153821771
870	0.0001149571306
871	0.0001141435035
